#Time	LowerQ	Median	UpperQ
139	7700	10100	77300
139	7830	10100	77300
140	7830	10100	77300
140	7700	10100	77300
142	7700	10100	77300
142	7700	10100	77300
143	7700	10100	77300
143	7830	10100	77300
145	7830	10100	77300
145	7830	10100	77300
146	7830	10100	77300
146	7830	10100	77300
147	7830	10100	77300
147	7830	10100	77300
148	7830	10100	77300
148	7830	10100	77300
149	7830	10100	77300
149	7830	10100	77300
155	7830	10100	77300
155	7830	10100	77300
157	7830	10100	77300
157	7830	10100	77300
161	7830	10100	77300
161	7830	10100	77300
162	7830	10100	77300
162	7830	10100	77300
163	7830	10100	77300
163	7830	10100	77300
164	7830	10100	77300
164	7830	10100	77300
165	7830	10100	77300
165	7830	10100	77300
166	7830	10100	77300
166	7830	10100	77300
167	7830	10100	77300
167	7830	10100	77300
169	7830	10100	77300
169	7840	10100	77300
171	7840	10100	77300
171	7840	10100	77300
175	7840	10100	77300
175	7860	10100	77300
176	7860	10100	77300
176	7860	10100	77300
178	7860	10100	77300
178	7860	10100	77300
180	7860	10100	77300
180	7970	10100	77300
183	7970	10100	77300
183	7970	10100	77300
186	7970	10100	77300
186	7970	10100	77300
188	7970	10100	77300
188	7970	10100	77300
190	7970	10100	77300
190	8080	10100	77300
192	8080	10100	77300
192	8170	10100	77300
196	8170	10100	77300
196	8170	10100	77300
198	8170	10100	77300
198	8170	10100	77300
199	8170	10100	77300
199	8170	10100	77300
202	8170	10100	77300
202	8170	10100	77300
204	8170	10100	77300
204	8170	10100	77300
205	8170	10100	77300
205	8170	10100	77300
207	8170	10100	77300
207	8170	10100	77300
209	8170	10100	77300
209	8170	10100	77300
215	8170	10100	77300
215	8170	10100	77300
216	8170	10100	77300
216	8170	10100	77300
217	8170	10100	77300
217	8170	10100	77300
219	8170	10100	77300
219	8080	10100	77300
232	8080	10100	77300
232	8080	10100	77300
234	8080	10100	77300
234	8080	10100	77300
238	8080	10100	77300
238	8170	10100	77300
242	8170	10100	77300
242	8170	10100	77300
246	8170	10100	77300
246	8170	10100	77300
247	8170	10100	77300
247	8090	10100	77300
249	8090	10100	77300
249	8080	10100	77300
250	8080	10100	77300
250	8030	10100	77300
252	8030	10100	77300
252	8030	10100	77300
256	8030	10100	77300
256	8030	10100	77300
260	8030	10100	77300
260	8030	10100	77300
261	8030	10100	77300
261	7970	10100	77300
264	7970	10100	77300
264	8030	10100	77300
270	8030	10100	77300
270	8080	10100	77300
272	8080	10100	77300
272	8080	10100	77300
275	8080	10100	77300
275	7970	10100	77300
278	7970	10100	77300
278	7970	10100	77300
282	7970	10100	77300
282	7910	10100	77300
289	7910	10100	77300
289	7910	10100	77300
292	7910	10100	77300
292	7860	10100	77300
295	7860	10100	77300
295	7840	10100	77300
304	7840	10100	77300
304	7840	10100	77300
306	7840	10100	77300
306	7830	10100	77300
310	7830	10100	77300
310	7830	10100	77300
313	7830	10100	77300
313	7840	10100	77300
314	7840	10100	77300
314	7860	10100	77300
315	7860	10100	77300
315	7860	10100	77300
319	7860	10100	77300
319	7840	10100	77300
324	7840	10100	77300
324	7840	10100	77300
335	7840	10100	77300
335	7830	10000	77300
339	7830	10000	77300
339	7830	10000	77300
342	7830	10000	77300
