0	9800
18300	9800
18300	10500
39300	10500

0	1520
22.5	1520
22.5	10200
39300	10200

0	16700
342	16700
342	9550
37100	9550

0	63500
292	63500
292	6820
1170	6820
1170	10100
18800	10100
18800	10500
39800	10500

0	1
0.00952	1
0.00952	11400
4070	11400
4070	9660
37900	9660

0	9820
5240	9820
5240	10500
40200	10500

0	5080
169	5080
169	10500
12400	10500
12400	6360
16600	6360
16600	11700
40100	11700

0	1640
15.6	1640
15.6	9980
38500	9980

0	15500
515	15500
515	9190
17400	9190
17400	9980
37300	9980

0	9010
2800	9010
2800	10200
39200	10200

0	10100
12100	10100
12100	14200
21500	14200
21500	8230
38000	8230

0	1
0.0148	1
0.0148	10300
12200	10300
12200	9200
36700	9200

0	25400
117	25400
117	10200
39400	10200

0	10900
841	10900
841	9620
37300	9620

0	9880
5270	9880
5270	5990
9260	5990
9260	21100
23300	21100
23300	7760
38800	7760

0	54100
249	54100
249	8030
2350	8030
2350	12300
13900	12300
13900	2780
15700	2780
15700	11900
39600	11900

0	1
0.00952	1
0.00952	10600
12600	10600
12600	12800
21100	12800
21100	9400
39900	9400

0	11600
662	11600
662	9860
38200	9860

0	1
0.00952	1
0.00952	10400
19400	10400
19400	9730
38900	9730

0	38100
175	38100
175	9810
38100	9810

0	9810
5230	9810
5230	10300
39700	10300

0	10300
12400	10300
12400	9770
38400	9770

0	1580
32.4	1580
32.4	10400
40200	10400

0	8970
2790	8970
2790	9060
10800	9060
10800	16400
21800	16400
21800	8760
39300	8760

0	9820
11800	9820
11800	10600
40000	10600

0	26100
120	26100
120	9590
37200	9590

0	10900
4010	10900
4010	9740
38100	9740

0	10200
2340	10200
2340	1680
2690	1680
2690	12800
21000	12800
21000	8370
37700	8370

0	1340
19.9	1340
19.9	9810
11700	9810
11700	12600
20100	12600
20100	8890
37800	8890

0	24900
115	24900
115	9450
36600	9450

0	10400
12500	10400
12500	9890
38900	9890

0	985
4.53	985
4.53	15100
1280	15100
1280	8060
4860	8060
4860	10600
40300	10600

0	9690
5170	9690
5170	10500
40100	10500

0	162
2.4	162
2.4	10700
19800	10700
19800	9810
39400	9810

0	26200
120	26200
120	10200
39400	10200

0	8500
992	8500
992	40800
2450	40800
2450	3900
5230	3900
5230	26100
13900	26100
13900	8270
19500	8270
19500	9240
37900	9240

0	9080
3330	9080
3330	9780
37600	9780

0	1
0.00952	1
0.00952	10100
38800	10100

0	2430
23.1	2430
23.1	10000
38600	10000

0	28100
129	28100
129	9760
37800	9760

0	10200
5450	10200
5450	9400
36800	9400

0	9720
6480	9720
6480	10200
39200	10200

0	10100
18800	10100
18800	9460
37800	9460

0	1340
12.7	1340
12.7	10700
7040	10700
7040	4880
9640	4880
9640	19500
22700	19500
22700	8140
38900	8140

0	9480
6320	9480
6320	14300
13900	14300
13900	575
14300	575
14300	13000
40400	13000

0	1
0.0046	1
0.0046	10000
38600	10000

0	84.7
0.39	84.7
0.39	10100
39100	10100

0	80800
372	80800
372	1900
455	1900
455	9980
38500	9980

0	1
0.0148	1
0.0148	10800
20000	10800
20000	9790
39600	9790

0	1
0.00952	1
0.00952	10600
9110	10600
9110	9720
38300	9720

0	10700
7120	10700
7120	9240
36700	9240

0	22800
105	22800
105	9960
38600	9960

0	91500
421	91500
421	2400
570	2400
570	9970
38500	9970

0	1
0.00952	1
0.00952	11100
7320	11100
7320	9410
18600	9410
18600	9920
38500	9920

0	1
0.00952	1
0.00952	10800
12800	10800
12800	9820
39000	9820

0	9850
18400	9850
18400	9110
36600	9110

0	2330
22.2	2330
22.2	10300
19100	10300
19100	9220
37600	9220

0	10800
2160	10800
2160	10000
38900	10000

0	1
0.0148	1
0.0148	10200
39300	10200

0	11800
785	11800
785	10100
39100	10100

0	10700
2860	10700
2860	9800
38200	9800

0	3630
34.6	3630
34.6	10400
12400	10400
12400	14000
21800	14000
21800	9250
40300	9250

0	13300
354	13300
354	9490
17800	9490
17800	10400
38600	10400

0	10200
12200	10200
12200	5930
16200	5930
16200	11600
39400	11600

0	26100
120	26100
120	9930
38500	9930

0	10400
19500	10400
19500	9820
39100	9820

0	12400
413	12400
413	10300
39900	10300

0	1
0.0046	1
0.0046	10200
39200	10200

0	1
0.00952	1
0.00952	10300
8840	10300
8840	9320
36800	9320

0	17800
264	17800
264	10100
39200	10100

0	28900
133	28900
133	9710
11700	9710
11700	14800
21600	14800
21600	8660
38900	8660

0	9420
5020	9420
5020	10000
38400	10000

0	64300
295	64300
295	7920
2370	7920
2370	10300
39600	10300

0	20700
95.4	20700
95.4	9830
38000	9830

0	10200
19000	10200
19000	9110
37200	9110

0	1080
10.2	1080
10.2	9890
38200	9890

0	53600
246	53600
246	8090
1830	8090
1830	9890
38100	9890

0	9870
18400	9870
18400	10500
39300	10500

0	1
0.0046	1
0.0046	10300
39600	10300

0	9690
18100	9690
18100	9060
36200	9060

0	10300
2060	10300
2060	10700
12800	10700
12800	4330
15700	4330
15700	11700
39000	11700

0	3290
31.4	3290
31.4	10100
38900	10100

0	12800
342	12800
342	9950
38500	9950

0	6550
175	6550
175	10500
40400	10500

0	9600
17900	9600
17900	10700
39200	10700

0	11100
2220	11100
2220	10100
39300	10100

0	44000
202	44000
202	9470
17800	9470
17800	10600
39000	10600

0	40400
186	40400
186	9710
18300	9710
18300	10500
39400	10500

0	2000
19.1	2000
19.1	11300
4860	11300
4860	9760
38300	9760

0	10500
12500	10500
12500	9610
38200	9610

0	29800
137	29800
137	9120
17100	9120
17100	10400
37800	10400

0	10300
12400	10300
12400	13100
21100	13100
21100	9170
39500	9170

0	1
0.0148	1
0.0148	18800
974	18800
974	9590
18200	9590
18200	10700
39500	10700

0	8080
824	8080
824	10100
38900	10100

0	25800
119	25800
119	9900
38400	9900

0	11200
1700	11200
1700	9310
36300	9310

0	66600
306	66600
306	7790
2690	7790
2690	10500
40000	10500

0	10900
2180	10900
2180	9760
38000	9760

0	798
16.4	798
16.4	10200
39400	10200

0	3590
34.2	3590
34.2	10200
39400	10200

0	906
8.63	906
8.63	10300
39900	10300

0	3150
30	3150
30	10200
39400	10200

0	10000
12000	10000
12000	9530
37400	9530

0	1
0.00952	1
0.00952	11000
5740	11000
5740	10200
39800	10200

0	10300
12300	10300
12300	7450
17300	7450
17300	11400
40000	11400

0	4690
190	4690
190	10500
12400	10500
12400	9790
38500	9790

0	47700
219	47700
219	9350
17600	9350
17600	9970
37600	9970

0	12200
495	12200
495	12200
2440	12200
2440	8970
17400	8970
17400	11100
39600	11100

0	1
0.0205	1
0.0205	10100
38700	10100

0	110000
504	110000
504	709
548	709
548	10400
40100	10400

0	12400
710	12400
710	9320
17600	9320
17600	10100
37800	10100

0	10300
3200	10300
3200	11400
13300	11400
13300	1890
14600	1890
14600	12100
38700	12100

0	11200
993	11200
993	9910
38400	9910

0	9650
3000	9650
3000	10500
40400	10500

0	1
0.00952	1
0.00952	10600
9120	10600
9120	9770
38400	9770

0	9770
18200	9770
18200	10600
39400	10600

0	9140
1390	9140
1390	10500
40200	10500

0	11600
561	11600
561	17300
1490	17300
1490	8620
16700	8620
16700	10800
38400	10800

0	9490
4160	9490
4160	10100
38900	10100

0	11500
556	11500
556	10000
38800	10000

0	1
0.0046	1
0.0046	9960
38500	9960

0	1
0.00952	1
0.00952	10700
19800	10700
19800	9570
38900	9570

0	1000
9.55	1000
9.55	10300
39800	10300

0	10500
9090	10500
9090	9380
37200	9380

0	2950
43.8	2950
43.8	10300
39600	10300

0	6320
361	6320
361	10200
39200	10200

0	7830
696	7830
696	10000
38700	10000

0	1600
15.3	1600
15.3	10100
39100	10100

0	25400
117	25400
117	9730
18200	9730
18200	11300
40700	11300

0	10300
19300	10300
19300	9550
38400	9550

0	28200
130	28200
130	10000
38900	10000

0	10400
2780	10400
2780	11100
13200	11100
13200	3160
15300	3160
15300	11700
38600	11700

0	12400
1440	12400
1440	10200
39700	10200

0	11300
643	11300
643	3560
914	3560
914	13100
10500	13100
10500	1
10500	1
10500	10200
37700	10200

0	35400
163	35400
163	9860
38200	9860

0	59800
275	59800
275	7780
2030	7780
2030	10100
38900	10100

0	9620
2990	9620
2990	10200
39200	10200

0	1
0.0046	1
0.0046	10300
39900	10300

0	878
13	878
13	9990
38500	9990

0	10200
12200	10200
12200	14600
22000	14600
22000	8070
38100	8070

0	9750
18200	9750
18200	10300
38700	10300

0	9960
12000	9960
12000	10800
40700	10800

0	6950
537	6950
537	10000
38400	10000

0	43900
202	43900
202	9220
6310	9220
6310	15500
14600	15500
14600	1
14600	1
14600	12200
39000	12200

0	54700
252	54700
252	7780
1570	7780
1570	9970
38400	9970

0	1
0.00952	1
0.00952	10100
39000	10100

0	9550
6370	9550
6370	15000
14400	15000
14400	685
14800	685
14800	11900
38700	11900

0	7630
678	7630
678	10100
38900	10100

0	10900
1660	10900
1660	10100
39200	10100

0	23800
110	23800
110	9470
17700	9470
17700	10600
39000	10600

0	8760
1170	8760
1170	9930
38200	9930

0	4180
39.8	4180
39.8	10200
39400	10200

0	9430
11300	9430
11300	10500
39300	10500

0	38800
178	38800
178	9120
4130	9120
4130	17800
11700	17800
11700	2920
14700	2920
14700	11800
38400	11800

0	23200
107	23200
107	9860
38200	9860

0	24000
356	24000
356	1400
428	1400
428	11100
20400	11100
20400	9350
39100	9350

0	1
0.0148	1
0.0148	11500
9820	11500
9820	7270
17100	7270
17100	10600
38300	10600

0	2910
27.7	2910
27.7	10100
38900	10100

0	9700
6470	9700
6470	14500
14200	14500
14200	89.1
14200	89.1
14200	12300
38900	12300

0	110000
504	110000
504	494
559	494
559	11700
2830	11700
2830	10900
19700	10900
19700	9500
38700	9500

0	9930
4350	9930
4350	11000
42100	11000

0	96800
445	96800
445	442
464	442
464	10000
38600	10000

0	11000
1130	11000
1130	9750
37800	9750

0	9420
17600	9420
17600	10300
38200	10300

0	8720
890	8720
890	10000
38600	10000

0	11000
5890	11000
5890	9700
38200	9700

0	9420
1880	9420
1880	11000
20200	11000
20200	8780
37700	8780

0	9080
3980	9080
3980	10200
38800	10200

0	2990
28.5	2990
28.5	10500
40700	10500

0	12500
713	12500
713	9590
37300	9590

0	10200
8840	10200
8840	9380
37000	9380

0	12900
345	12900
345	9840
38100	9840

0	69400
319	69400
319	4340
589	4340
589	9910
38300	9910

0	12100
1080	12100
1080	9840
38300	9840

0	10100
8740	10100
8740	9590
37500	9590

0	10800
2880	10800
2880	10100
39200	10100

0	1
0.00952	1
0.00952	10500
6910	10500
6910	9750
38100	9750

